lang	lemma	speech	gloss	marker	deprecated	created_by	source	neo_version
n	Ossiriandeb	proper-name					LR/189.3709	
n	ost	n	city, town (with wall round)				Ety/LOD.017	
s	ost	n	fort, fortress, stronghold, citadel; fortified town; enclosure				NM/228.1303	
ns	osta-	vb	to surround with walls, build up; to fortify, protect; [orig.] to surround				GL/63.3101	0.6.7
n	Ostechain	place-name	Town Built Again, Newbold				TI/424.2605	
s	Ost-in-Edhil	place-name	Fortress of the Eldar				S/286.2009	
ns	ostol-	vb	to circumnavigate, come around	!		Fiona Jallings, FJNS		0.6.9
ns	ostor	n	enclosure, circuit of walls, *town wall				GL/63.3301	0.6.7
s	-os	suf	augmentative suffix					
s	-oth	suf	augmentative suffix				PE17/045.4006	
s	oth-	pref	[wrong] with a bad sense; unsuitable, bad, improper, useless, wrong				PE17/151.2810-1	
ns	othas	n	warfare	!			GL/42.0901	0.6.5
ns	othestannen	adj	infamous, of evil name, (lit.) ill-named	!			GL/32.8101	0.6.5
s	othgar(ed)	n	doing wrong, *wrong doing				PE17/151.2813	
s	othgarn	n	misdeed				PE17/151.2810	
ns	othidh	n	armistice	!			GL/42.1301	0.6.5
n	othlon	n	paved way				Ety/LOD.014	
ns	othlonn	n	paved way	^	1		Ety/LOD.014	0.6.5
s	athal	n	stranger, guest		1			
s	othol	n	stranger, guest				PE17/141.1001	
ns	othovor	adj	too much, (lit.) abundant in a bad way	!		Paul Strack, Shihali	PE13/138.1901	0.7.1
ns	othra-	vb	to get away, escape	^			GL/75.4001	0.6.8
n	ostrad	n	street				Ety/RAT.038	
ns	othrad	n	street	!			Ety/RAT.038	0.6.5
n	Othram	place-name	City Wall				WR/288.1303	
s	Athlama	place-name		-				
s	Othramar	place-name	?Stranger Home				PE17/141.1006	
ns	othren	adj	strange, weird, odd	!		Paul Strack		0.6.9
ns	othrim	n	army	!			GL/49.6401	0.6.5
ns	othrol	n	warlike	!			GL/42.1001	0.6.5
n	ossrond	n	*underground city, fortress		1			
n	othrond	n	underground city, fortress				Ety/OS.036	
s	othrond	n	underground stronghold				WJ/414.3309	
s	Othrondir	proper-name	?Stronghold Man				PMI/Othrondir.001	
n	Odotheg	place-name	Seventh				TI/312.4301	
n	Odothui	place-name	Seventh				TI/312.4304	
s	ochui	ordinal	seventh					
s	odothui	ordinal	seventh					
s	othui	ordinal	seventh				VT42/10.3412	
ns	othwen	n	amazon	!			GL/42.0801	0.6.5
n	ovor	adj	abundant				Ety/UB.019	
n	ovra-	vb	to abound				Ety/UB.026	
n	ovras	n	crowd, heap				Ety/UB.022	
s	pad-	vb	to step, walk				PE17/034.2514	
n	pâd	n	?way	#			Ety/THAR.005-2	
s	pâd	n	a step; track, road; ford				PE17/034.2703	
s	padra-	vb	to walk				PE17/034.3706	
n	caer¹	cardinal	ten		1		Ety/KAYAN.007	
s	caen	cardinal	ten		1		PE17/095.4006	
s	paean	cardinal	ten	†				
s	pae	cardinal	ten				VT42/25.1511	
ns	paedolodh	cardinal	eighteen	!		Elaran		0.6.9
ns	paegan	cardinal	fourteen	!		Elaran		0.6.9
ns	paeleben	cardinal	fifteen	!		Elaran		0.6.9
ns	paeneder	cardinal	nineteen	!		Elaran		0.6.9
ns	paeneg	cardinal	sixteen	!		Elaran		0.6.9
ns	paenel	cardinal	thirteen	!		Elaran		0.6.9
ns	odob	cardinal	seventeen	!	1	Fiona Jallings, FJNS		0.6.9
ns	odoph	cardinal	seventeen	!	1	Elaran		0.6.9
ns	paenodog	cardinal	seventeen	!		Elaran		0.6.9
s	caenui	ordinal	tenth	-	1		VT42/10.3806	
s	paenui	ordinal	tenth				VT42/25.2112	
s	paeth	n	speech				PE17/126.2301	
ns	paetha-	vb	to utter, speak, talk	^			GL/63.4501	0.6.6
ns	paethad	n	oratory	^			GL/63.4801	0.6.6
ns	paethas	n	grammar, speech-system	!		Ellanto		0.8.09.2
s	paeth e Ngolodhrim	phrase	*speech of the Noldor				PE17/126.2304	
ns	paethron	n	orator	^			GL/63.4701	0.6.6
n	peich	n	juice, syrup		1		Ety/PIS.007	
ns	paich	n	juice, syrup	^			Ety/PIS.007	0.6.5
s	palan	adv	afar, abroad, far and wide				Let/279.4202	
s	palan-tîriel	n	*far-gazer					
s	palan-díriel	n	far-gazer				Let/427.0401	
ns	palan-hinnen	adj	famous, *(lit.) widely-known	!		Fiona Jallings		0.6.9
n	palath¹	n	surface				Ety/PAL.022	
ns	palt	n	wide flat leaf; page of book; ⚠️blade (of swords, knives, oars, etc.)	^			GL/63.6901	0.6.5
ns	pan	n	arrangement, settlement, *grouping; ⚠️place, spot				GL/63.7101	0.6.7
s	pân	adj	all	#			AotM/062.6101	
n	pân	n	plank, fixed board (especially in a floor)				Ety/PAN.034	
n	panas	n	floor				Ety/PAN.036	
n	pann²	n	courtyard		1		Ety/PAD.007-2	
ns	pand	n	courtyard	^			Ety/PAD.007-2	0.6.5
n	pann¹	adj	wide				Ety/PAT.029	
n	panna-	vb	to open, enlarge			Paul Strack	Ety/PAT.025	
ns	panna-	vb	to arrange, order, settle; to set, put, place; to write a book	^			GL/63.7201	0.8.12
n	pannad(a)-	vb	to fill	#			Ety/KWAT.015	
ns	pannen	adj	arranged, settled, done	!		Paul Strack	GL/67.0301	0.6.8
n	pant	adj	full				Ety/KWAT.008	
s	pant	adj	full	#			SD/126.4002-1	
ns	pant	n	money				PE13/124.0703	0.6.9
n	Lanhail	masc-name	Plain-wise				SD/118.0405	
s	Panthael	masc-name	Fullwise				AotM/062.6204	
ns	panu	n	arrangement, plan; structure, ordering; (musical) theme	!		Röandil		0.8.00
s	paran	adj	bare, naked; smooth, shaven				PE17/086.2002	
n	parch	adj	dry				Ety/PÁRAK.008	
s	parch	adj	naked (of persons)		1		PE17/086.2207	
ns	parchol	n	towel	!		Paul Strack	GL/68.4901	0.8.06
n	parf	n	book				Ety/PAR.012	
ns	parlas	n	parchment, document	!		Roman Rausch		0.6.9
ns	paron	n	full-moon	!		Röandil		0.8.09.1
s	parth	n	field, lawn, sward, garden, enclosed grassland				PE23/139.1501	
ns	partha-	vb	to arrange, compose	^			Ety/PAR.020	0.6.7
ns	partham	n	library	!		Ellanto		0.8.09.2
s	Parth Celebrant	place-name	Field of Celebrant				PM/330.3605	
n	Kelufain	place-name	?White Source				TI/371.1507	
n	Forfain	place-name	?White Beach				TI/382.2410	
n	Calembel	place-name					TI/371.1602	
s	Parth Galen	place-name	Green Sward				LotR/0417.0407	
n	participles	grammar						
s	participles	grammar						
n	passive participle	grammar						
s	passive participle	grammar						
ns	past	adj	shaking	^			GL/28.4601	0.6.7
n	past	grammar						
s	past	grammar					PE22/157.1111	
ns	pasta-	vb	to shake, wag, nod, flap	^		Fiona Jallings	GL/28.3901	0.7.5
n	path	adj	smooth				Ety/PATH.006	
ns	path-	vb	to smooth	!				0.6.6
ns	patha-	vb	to reveal, show	!		Elaran		0.6.9
n	pathra-	vb	to fill				Ety/KWAT.017	
n	pathred	n	fullness				Ety/KWAT.013	
n	pathw	n	level place, sward		1		Ety/PATH.014	
ns	pathu	n	level space, sward	^			Ety/PATH.014	0.6.5
n	paur	n	fist				Ety/DARÁM.024-2	
s	paur	n	fist, closed hand				PE17/042.1811	
ns	pavra-	vb	to ail, be ill	^		Paul Strack	GL/28.2701	0.6.6
n	paw	n	sickness				Ety/KWAM.006	
ns	pe	pron	we (inclusive)	!		Elaran		0.7.0
ns	pech	n	nut	!		Matt Dinse, Hjalmar Holm		0.6.9
ns	pegof	n	squirrel	!	1	Aleksandr Zapragajev		0.6.9
ns	pechof	n	squirrel	!		Lokyt		0.8.00
ns	pechol	n	hazel	!		Hjalmar Holm		0.6.9
n	ped-	vb	to speak				TI/182.1705	
s	ped-	vb	to say, speak				Let/424.3601	
s	pedh-	vb	to fall in steep slant, incline, slope	*			PE17/173.0410	
s	pedo beth mellon	phrase	say the word mellon				PE23/143.1805	
n	pedo mellon a minno	phrase	speak, friend, and enter				TI/182.17045	
s	pedo mellon a minno	phrase	speak, friend, and enter; (alternately) say ‘friend’ and enter				LotR/0305.0502	
s	pedui	adj	*utterable, pronouncable, able to be spoken	*			PE17/154.1305-2	
s	pedweg	adj	talkative, saying a lot				PE17/144.4205	
n	peg	n	dot, small spot				Ety/PIK.008	
s	pel-	vb	*to fade, wane	#			LotR/1107.4409-3	
n	pêl	n	fenced field				Ety/PEL(ES).013	
s	pêl	n	*fenced field	#			PE17/095.2202-1	
ns	pela(h)	prep	along, (lit.) by the boundary of	!		Luinyelle, Ellanto		0.8.04.2
n	Pelargir	place-name					WR/268.2805	
s	Pelargir	place-name	Garth of Royal Ships				LotR/1116.3702	
n	Pelennor	place-name					SDI1/Pelennor.001	
s	Pelennor	place-name	Fenced Land				LotRI/Pelennor.001	
n	pelin	n	*fading	#	1		Ety/LAS¹.014-2	
s	peleth	n	waning	#			LotR/1107.4409-2	
n	pelia-	vb	to spread				Ety/PAL.016	
ns	pell	adj	quiet, peaceful, gentle	^		Fiona Jallings, FJNS	GL/28.7501	0.6.9
n	pelhes	n	*pivot		1			
n	pelthaes	n	pivot				Ety/PEL.021	
ns	pel-	vb	to fence, enclose	!	1	Elaran		0.7.0
ns	pelu-	vb	to fence, enclose				GL/64.0401	0.6.7
ns	pemp	n	lip	!			GL/24.8101	0.6.6
ns	pen	pron	us (inclusive)	!		Elaran		0.7.0
s	pen-	vb	to have not, *to lack				PE17/144.3416	
s	pen¹	prep pref	without, lacking, -less				PE17/034.1502	
n	penn²	n	Elf				EtyAC/MOR.062-2	
s	pen²	pron	one, somebody, anybody				PE17/141.1512	
n	Penannon	place-name					WR/233.0109	
s	Pen-arduin	place-name					PMI/Pen-arduin.001	
s	penbed	adj	not pronouncable				PE17/145.0204	
ns	pen-channas	adj	stupid, idiotic, *(lit.) lack-wit	!		Fiona Jallings		0.6.9
n	penn¹	n	declivity				Ety/DEN.036	
s	pend	n adj	slope, steep incline, hill side; sloping (down), steeply inclined				PE17/024.0413	
n	pendrad	n	passage up or down slope, stairway		1			
n	pendrath	n	passage up or down slope, stairway				Ety/PEN.029	
n	Pendrethdulur	place-name	Dimrill-stair				RS/433.3303	
n	penedh	n	Elf				Ety/KWEN(ED).008	
s	penedh	n	Elf	†			PE17/140.1905	
ns	penestel	n adj	hopelessness, despair, desperation; hopeless, despairing, desperate	!				0.8.02
n	peng	n	bow (for shooting)				Ety/KWIG.011	
ns	pengas	n	archery	^			GL/28.8801	0.6.6
n	Pengolod	masc-name					LRI/Pengolod.001	
s	Pengolodh	masc-name					MRI/Pengoloð.001	
s	pengolodh	n	teaching sage, doctor (of lore), teacher of lore				PE17/139.2408	
ns	pengron	n	archer	^			GL/28.8701	0.6.6
n	penia-	vb	to fix, set				Ety/PAN.015	
s	penim vast	phrase	we have no bread				PE17/144.3511	
ns	pen-ind	adj	insane, heartless, crazy	!		Fiona Jallings		0.6.9
s	penna-	vb	to come down (in a slant), fall				LotR/0238.0402	
n	pennáros evrin ériol	phrase					RS/394.1300	
n	pennas	n	history				Ety/KWET.016	
n	Pennas-na-Ngoelaidh	proper-name	History of the Noldoli				LR/201.2406	
n	Pennas inGeleidh	proper-name	History of the Gnomes				LR/201.1205	
n	Pennas Silevril	proper-name	History of the Silmarils				LR/202.1305	
ns	pennig	n	coin	^			PE13/124.0701	0.6.9
n	penninar	n	full year (last day of year)		1		Ety/YEN.018	
ns	penninor	n	full year (last day of year), *new year’s eve	^			Ety/YEN.018	0.6.5
s	pennod	adj	without count				PE17/145.0110	
s	pennoediad	adj	innumerable				PE17/145.0202	
n	pent	n	tale, story				Ety/KWET.012	
n	per-	pref	half	#			SD/118.0411-1	
s	per-	pref	half	#			PE17/102.1902-1	
n	Peringol	proper-name	Half-elven, (lit.) Half-Noldo				Ety/PER.012	
s	Peredhel	proper-name	Half-elf				LotR/1034.3210	
n	Perhail	masc-name	Halfwise				SD/118.0411	
s	Perhael	masc-name	Samwise, (lit.) Half-wise				AotM/062.6201	
n	Perian	n	Halfling				SD/046.4201	
s	Perian	n	Halfling, Hobbit				Let/425.3501	
n	perin	adj	half				Ety/PER.010	
ns	per-	vb	to turn	!	1	Fiona Jallings, FJNS		0.6.9
ns	perna-	vb	to turn	!		Hialmr		0.6.9
ns	perol	n	jar	^		Paul Strack	PE13/116.1201	0.8.05
ns	perthol	n	peninsula	!		Gilruin		0.8.01
ns	pesgannas	n	syntax, study of syntactical structures, (lit.) shapes of phrases	!		Ellanto, Luinyelle		0.8.09.2
ns	pesgant	n	syntax, syntactical structure, (lit.) phrase-shape	!		Ellanto		0.8.09.2
ns	pess¹	n	saying, [G.] proverb				PE13/164.7901	0.6.6
ns	pess²	n	feather	!		Hialmr, VQP	GL/63.8501	0.6.5
n	pessa-	vb	to affect, concern				EtyAC/PERES.013	
n	pesseg	n	pillow				Ety/KWES.010	
ns	pesson	n	plume, (great) feather	!		Paul Strack	GL/63.10101	0.6.5
n	peth	n	word				Ety/KWET.007	
s	peth	n	word				LotR/0307.1404	
ns	pethas	n	sentence, phrase	!		Fiona Jallings		0.6.9
ns	pethgannas	n	morphology, (lit.) shapes of words	!		Ellanto, Luinyelle		0.8.09.2
ns	pethgant	n	surface representation (of a word), (lit.) word-shape	!		Ellanto		0.8.09.2
ns	pethlongannas	n	morphophonology	!		Ellanto		0.8.09.2
n	pethron	n	narrator, reciter, minstrel				Ety/KWET.024	
s	pethron	n	speaker, reciter				PE18/100.2814	
s	phonetics	phonetics					Let/426.3113	
ns	pi	adv	if	!		Fiona Jallings, FJNS		0.6.9
ns	pibin	n	small berry, haw				GL/64.2401	0.6.5
n	pichen	adj	juicy				Ety/PIS.008	
ns	píeg	n	mosquito	!		Hialmr		0.6.9
n	pigen	adj	tiny				Ety/PIK.013	
ns	pil-	vb	to steal, thieve, ⚠️rob	!		Fiona Jallings, FJNS		0.6.7
ns	pîl	n	thief, robber	!		Fiona Jallings, FJNS		0.6.7
ns	pilimbes	n	arrow feathering	!			GL/34.7901	0.7.0
ns	pilin(d)	n	arrow, [G.] dart	^		David Salo	PE13/149.2101	0.6.9
ns	pilinoth	n	arrow of war, arrow sent as a summons to war	!			GL/42.1101	0.6.5
ns	pillor	n	bat (animal)	!			GL/28.7601	0.6.8
ns	pilu	n	stealing, robbery, theft	!		Fiona Jallings		0.6.7
ns	pim	n	tail	!	1	Jenna Carpenter		0.6.9
ns	pimp	n	tail	!		Paul Strack		0.8.00
s	pîn	adj	little	#			RC/536.4111	
ns	pîn	pron	our (inclusive)	!		Elaran		0.7.0
s	pind	n	crest, ridge				PE17/024.0713	
n	Pinnath Gelin	place-name	Green Hills				WR/280.3010	
s	Pinnath Gelin	place-name	Green Ridges				LotR/0771.0503	
ns	pir-	vb	to stir, stir round, make spin	^			GL/29.0101	0.6.5
ns	pîr	n	cream	^			GL/28.9001	0.6.5
ns	piren	adj	spun, rounded, cylindrical	!		Paul Strack	GL/46.9201	0.6.5
s	pirin	n	flower that opened and shut quickly with any change of light				PE17/146.1907	
ns	piruin	n	spinning wheel	^			GL/28.9101	0.6.5
ns	pista-	vb	to suppose	!		Elaran		0.6.9
ns	pítha-	vb	to shoot	!		Paul Strack		0.8.00
n	dalv	n	palm of hand					
n	dalf	n	palm of hand		1		Ety/DAL.037	
s	plad	n	palm, flat of the hand				VT47/08.4010	
s	plada-	vb	to feel with the hand, stroke				VT47/09.2111	
ns	plador	n	[G.] oar; ⚠️[ᴱN.] surf, land’s edge				PE13/152.2901	0.6.5
ns	plant	adj	flat, open, expansive; candid, blunt (of words)	^			GL/23.2001	0.6.5
ns	plinn	n	arrow	!	1	Roman Rausch		0.6.9
n	plural nouns	grammar					PE13/121.1301	
s	plural nouns	grammar					PE17/025.1309	
s	bo	prep	*on					
s	po	prep	*on	#			VT44/26.3101	
n	pôd	n	animal’s foot				Ety/POTŌ.008	
n	poen	n	small gull, petrel	†			EtyAC/KWǢ.019	
ns	pog-	vb	futuere, *to copulate, have sex	^		Fiona Jallings	PE13/147.7202	0.6.8
ns	pôg	n	bag	!		Sami Paldanius		0.6.9
ns	pogron	n	fututor, *one who copulates	^			PE13/163.2701	0.6.8
ns	pol-	vb	can, to be (physically) able to	!		Unknown		0.6.8
ns	polch	n	trunk, torso	!			GL/22.2001	0.6.7
ns	poll	n	ram	!		Gábor Lőrinczi		0.6.9
ns	polodh	n	power, might, authority				GL/64.3101	0.6.7
ns	polodhren	adj	mighty, *powerful (politically)	^			GL/64.3301	0.6.7
ns	poltha-	vb	to (physically) enable	!		Steve - Ríon		0.7.2
n	porannin	?						
n	porennin	?	[unglossed]				RS/451.3502	
ns	porochuil	n	hen	^			GL/64.4501	0.8.03
ns	prôg	n	fowl, hen	!	1	Gábor Lőrinczi		0.6.9
ns	porog	n	fowl (domestic), *chicken				GL/64.4401	0.6.5
ns	porogog	n	the clucking and noise of fowls				GL/64.4601	0.8.03
n	Poros	place-name	Boundary				TI/312.1001	
s	Poros	place-name					PMI/Poros.001	
n	possessive pronouns	grammar						
s	possessive pronouns	grammar						
n	post	n	pause, halt, rest, cessation, respite				Ety/PUS.025	
ns	posta-	vb	to stop, cease, leave off, ⚠️rest	!			GL/45.7401	0.6.8
ns	postad	n	stopping, cessation, leaving off	!			GL/45.7101	0.6.8
ns	potha-	vb	to tremble, quiver	^			GL/63.8201	0.6.7
s	Praises of Cormallen	text						
n	prepositions	grammar						
s	prepositions	grammar						
n	present	grammar						
s	present	grammar						
ns	press	n	trouble, disturbance	!		Ellanto		0.8.09.1
n	presta-	vb	to affect, trouble, disturb				Ety/PERES.006	
n	prestannen	adj	affected (of vowels), mutated				Ety/PERES.011	
n	prestanneth	n	affection (of vowels), mutation				Ety/PERES.017	
n	pronouns	grammar						
s	pronouns	grammar					PE17/129.3916	
n	pronunciation and transcription	grammar					PE22/033.1401	
s	pronunciation and transcription	grammar					PE22/033.1401	
ns	pruin	n	charcoal				GL/64.5201	0.8.01
n	p-series	phonetic-group						
s	p-series	phonetic-group						
ns	puch	n	cunnus, vagina	^		Fiona Jallings	PE13/147.7306	0.6.9
n	puia-	vb	to spit				Ety/PIW.008	
ns	puida-	vb	to clean, tidy, cleanse, ⚠️purify	^		Elaran	GL/64.6101	0.6.5
ns	puidad	n	(act of) cleaning, cleansing	!			GL/68.3401	0.6.8
ns	puidh	n	wash, cleaning	!			GL/34.3001	0.6.5
n	puig	adj	clean, tidy, neat				Ety/POY.008	
ns	puiga-	vb	to clean, wash	!	1	Fiona Jallings		0.6.9
ns	puith	n	coitus, *sex	^		Fiona Jallings	PE13/147.7101	0.6.8
ns	puitha-	vb	*to have sex (with)	^		Fiona Jallings	PE13/147.7104	0.6.8
s	-ra	suf	many Sindarin adverbs end in [this]	|			PE17/014.3506	
ns	rachas	n	danger	!	1	Sami Paldanius		0.6.9
ns	rach	n	danger	!		Elaran		0.7.4
ns	rachathren	adj	dangerous	!	1	Sami Paldanius		0.6.9
ns	rachui	adj	dangerous	!		Elaran		0.7.4
n	râd	n	path, track				Ety/RAT.005	
s	râd	n	path, pass	#			VT47/14.1204-2	
n	rada-	vb	to make a way, find a way				Ety/RAT.008	
ns	radh-	vb	to return (to somewhere)	!		Elaran		0.7.3
n	Radros	masc-name					LR/147.2202	
n	Radhruin	masc-name					LR/147.2203	
s	Radhruin	masc-name					LBI/Radhruin.001	
ns	rae	n	smile	!		Sami Paldanius		0.6.9
ns	raeb	adj	scored, striped	^			GL/64.7501	0.6.8
ns	raebroch	n	zebra	^			GL/64.7601	0.6.8
s	raeda-	vb	to catch in a net				VT42/12.0601	
ns	raeda-	vb	to smile	!		Fiona Jallings		0.6.9
n	rhoeg	adj	wrong		1		Ety/RÁYAK.008	
ns	raeg	adj	wrong, [G.] awry, twisted, distorted, perverse, leering (of face)	^			Ety/RÁYAK.008	0.6.5
ns	raegdan	n	sinner	!	1	Ryszard Derdzinski, PPW		0.6.9
s	raen¹	adj	netted, enlaced				VT42/11.3910	
s	raen²	adj	smiling, gracious, sweet-faced				PE17/182.0605	
ns	raeth¹	n	extent, reach, scope; ⚠️region, sphere, district	^			PE13/152.4301	0.6.8
ns	raeth²	n	breach, *burst	^			GL/64.6901	0.6.8
ns	raetha-	vb	to reach at, reach for; to reach, extend (intr.)	^			GL/65.1001	0.6.8
n	rhaew	n	fathom		1		Ety/RAK.030	
ns	raew	n	fathom	^			Ety/RAK.030	0.6.5
s	raef	n	net					
s	raew	n	net				PE22/159.0713	
ns	rag-	vb	to break (asunder), burst				GL/64.6701	0.6.8
s	Ragnir	masc-name					UTI/Ragnir.001	
n	Ragnor	masc-name					LRI/Ragnor.001	
s	Ragnor	masc-name					LBI/Ragnor.001	
ns	ragui	adj	fragile, breakable	!		Fiona Jallings, FJNS		0.6.9
s	rain	n	erratic wandering				UT/242.3410	
n	rhain¹	n	border		1		Ety/REG.008	
ns	rain¹	n	border	^			Ety/REG.008	0.6.5
n	rhain²	adj	free		1		EtyAC/RAN.014	
ns	rain²	adj	free, *unconstrained	^			EtyAC/RAN.014	0.6.5
n	rham	n	wall		1		Ety/RAMBĀ.008	
s	ram	n	wall				SA/ram.001	
n	Rhamdal	place-name	Wall’s End				Ety/TAL.051	
s	Ramdal	place-name	Wall’s End				S/122.3203	
n	ram(m)as	n	*great wall					
s	rammas	n	great wall				RC/512.2606	
n	Ramas Coren	place-name					WR/288.0206	
n	Rammas Ephel	place-name					WR/288.0212	
s	Rammas Echor	place-name	Great Wall of the Outer Circle				LotRI/Rammas Echor.010	
n	rhanc	n	arm		1		Ety/RAK.016	
ns	ranc	n	arm	^			Ety/RAK.016	0.6.5
n	rhand	n	cycle	#	1		Ety/RAD.038-2	
ns	rand	n	cycle	^			Ety/RAD.038-2	0.6.5
n	rhandir	n	wanderer, pilgrim		1		Ety/RAN.029	
s	randir	n	wanderer, wandering man, pilgrim				PE17/060.2305	
ns	randis	n	wanderer (f.)	!		Fiona Jallings, FJNS		0.7.0
ns	ranga-	vb	to embrace	!		Paul Strack	GL/65.0905	0.8.11
ns	rangoth	n	embrace	!		Paul Strack	GL/65.0901	0.8.11
ns	ranoth	n	month				GL/64.8501	0.6.9
n	rant	n	lode, vein				Ety/RAT.042	
s	rant	n	course, water-channel; lode				NM/363.4101-2	
s	raph	n	?rope, strap	#			UT/313.3808-4	
ns	raph-	vb	to snatch, seize, steal, *rob	!		Elaran		0.7.1
n	Nimdildor	place-name	High White Horn				Ety/NIK-W.025	
s	Ras-Arphain	place-name					WJ/403.3706	
s	rach	n	wain	#	1			
s	rasg	n	wain, *wagon				NM/363.4303-2	
n	rhasg	n	horn		1		Ety/RAS.019	
ns	rasg	n	horn	^	1		Ety/RAS.019	0.6.5
s	Ras Mewrim	place-name	*Cape of the Gulls				WJ/190.1504	
s	Ras Morthil	place-name	Andrast				UTI/Ras Morthil.001	
s	Rasmund	masc-name	Horned Bull				Let/423.2308	
n	rhas	n	horn [of both animals and mountains]		1		Ety/RAS.018	
s	ras(s)	n	horn				PE17/036.0109	
s	cast	n	cape, headland	#	1		VT42/28.1712	
s	ras(t)	n	cape, shore				WJ/190.1504-1	
n	rath	n	course, river-bed				Ety/RAT.034	
s	rath	n	street				NM/364.0408	
n	Rath a Chelerdain	place-name	Street of the Lampwrights				WR/287.0603	
s	Rath Celerdain	place-name	Lampwrights’ Street				LotR/0768.0904	
n	Rath Dínen	place-name	Silent Street				SDI1/Rath Dínen.001	
s	Rath Dínen	place-name	Silent Street				LotR/0826.2113	
n	Rathloriel	place-name	Golden-bed, Bed of Gold				Ety/LÁWAR.041	
s	Rathlóriel	place-name	Golden-bed				S/235.3205	
s	raud¹	adj	noble, eminent; lofty, high, tall; excellent				PE17/049.2915	
n	rhaud	n	metal		1		Ety/RAUTĀ.007	
s	raud²	n	metal	#	1		WJ/322.1007-1	
n	rhaudh	adj	hollow, cavernous		1		Ety/ROD.033	
ns	raudh	adj	hollow, cavernous	^			Ety/ROD.033	0.6.5
n	rhaug	n	demon		1		Ety/GOS.031-2	
s	graug	n	demon, powerful hostile and terrible creature		1			
s	raug	n	demon, powerful hostile and terrible creature				PE17/048.1308	
n	Rhân	n	Moon		1		Ety/KUƷ.011-2	
s	Raun	n	Moon	#			VT48/07.1507-2	
n	rhaun	adj	errant		1		Ety/RAN.025	
ns	raun	adj	errant	^			Ety/RAN.025	0.6.5
n	Rhosfein	place-name	*White Rain				TI/273.3602	
n	Dant-ruinel	place-name					TI/283.0202	
n	Rauros	place-name	Rush-rain, Roar-rain				TI/285.2810	
s	Rauros	place-name	Roaring Spray				LotRI/Rauros.001	
n	rhafn	n	wing (horn), extended point at side		1		Ety/RAM.032	
ns	ravn	n	wing (horn), extended point at side	^			Ety/RAM.032	0.6.5
s	raw	n	wing				PE17/063.0607	
n	rhaw²	n	bank (especially of a river)		1		Ety/RAMBĀ.025	
ns	raw¹	n	bank (especially of a river)	^			Ety/RAMBĀ.025	0.6.5
n	rhaw³	n	lion		1		Ety/RAW.013	
ns	raw²	n	lion	^			Ety/RAW.013	0.6.8
ns	red-	vb	to climb	!	1	Vyacheslav Stepanov		0.8.03
n	rhedh-	vb	to sow	#	1		Ety/RED.013	
ns	redh-	vb	to sow	^			Ety/RED.013	0.6.5
ns	redhia-	vb	*to return (something)	!		Shihali		0.7.3
ns	redhin	adj	related				GL/38.2406-1	0.8.02
ns	redhor	n	farmer	!		Elaran	GL/59.5301	0.6.7
ns	redrath	n	ladder	!		Paul Strack		0.8.12.1
ns	regil	n	mare	^			PE13/139.8301	0.8.03
s	Region	place-name	*Hollin				SA/ereg.006	
n	rhein	n	slot, spoor, track, footprint		1		Ety/RUN.023	
ns	rein	n	slot, spoor, track, footprint	^			Ety/RUN.023	0.6.5
ns	reitha-	vb	to rescue, save (from ruin, peril, loss)	!		Fiona Jallings	GL/42.3801	0.6.7
ns	reithron	n	rescuer, saviour	!		Paul Strack	GL/42.3601	0.6.8
n	rhem	adj	frequent, numerous		1		Ety/RIM.010	
ns	rem	adj	frequent, numerous	^			Ety/RIM.010	0.6.5
s	rem	n	mesh, net (for catching)				LotR/1115.3704	
s	remmen	adj	meshed, netted, woven, (en)tangled				PE17/026.0102	
s	Remmirath	proper-name	Netted Jewels				LotR/0081.3707	
n	-rin	suf	adjective suffix	#	1			
n	-ren	suf	adjective suffix	#			Ety/ANGĀ.012-2	
s	-ren	suf	adjective suffix	#			SA/anga.014-2	
ns	ren-	vb	to remember	!		David Salo		0.6.9
n	rhenn	adj	circular		1		Ety/RIN.015	
ns	rend¹	adj	circular	^			Ety/RIN.015	0.6.5
ns	rend²	n	male cousin, relative				GL/22.3601-2	0.8.02
n	rhenia-¹	vb	to stray, wander		1		Ety/RAM.016-2	
ns	renia-¹	vb	to stray, wander	^			Ety/RAM.016-2	0.6.5
n	rhenia-²	vb	to fly, sail		1		Ety/RAM.016	
ns	revia-	vb	to fly, sail	^	1	Didier Willis		0.7.0
ns	renia-²	vb	to sail, fly	^		David Salo	Ety/RAM.016	0.6.5
ns	renna-	vb	to remind	!		Elaran		0.6.9
ns	rennas	n	kinship, relation	!			GL/44.5601-2	0.6.5
n	Rerir	place-name					LRI/Rerir.001	
s	Rerir	place-name					SI/Rerir.001	
ns	ress¹	n	female cousin, relative				GL/22.3603-2	0.6.5
ns	ress²	adj	cleft, cloven, separate	!				0.8.08
n	rhest	n	cut		1		Ety/RIS².015	
s	rest	n	*cut	#			WJ/365.3406-2	
s	reth	n	*climber				PE17/182.1304	
ns	reth	n	endurance	*		Vyacheslav Stepanov		0.8.09.1
s	reth-	vb	to remain in same place				PE17/182.1402	
s	rhach	n	curse	#			MR/373.2607	
s	rhîd	n	peculiar hue, (special) fashion					
s	rhaed	n	peculiar hue, (special) fashion				PE17/185.3209	
n	rhaen	adj	crooked				Ety/RAG.007	
