lang	lemma	speech	gloss	marker	deprecated	created_by	source	neo_version
mq	Tarqesta	proper-name	High Speech, High Language				Ety/TĀ.253	
q	Tarquesta	proper-name	High Speech, High Language				PE18/074.1408	
eq	tarqin(a)	n adj	salted, dried; salt meat				QL/094.7701	
nq	tarquin(a)	n adj	salt meat; salted, dried, *(orig.) preserved				QL/094.7701	0.6.5
nq	tarta-	vb	to stand (tr.), make stand; to attend (+ reflexive and locative)	!		Arael		0.8.10.23.1
eq	taruku	n	ox					
eq	tarunko	n	bull					
eq	tarukko	n	bull, ox		1		GL/69.3404	
eq	Taruktarna	place-name	Oxford				LT2/292.0609	
q	Aran Endór	proper-name	King of Middle-earth	-			MR/121.1305	
q	Tarumbar	proper-name	King of the World				MR/121.1406	
eq	tarva¹	n	garden, enclosure		1			
eq	tarwa¹	n	garden, enclosure				GL/69.3304	
nq	tarwa	n	garden, enclosure				GL/69.3304	0.6.8
nq	tarwandur	n	gardener	!		Helge Fauskanger, NQNT		0.7.0
eq	tarwe	n	cross, crucifix				PME/089.3604	
nq	tarwë	n	cross, crucifix				PME/089.3604	0.6.8
eq	tarwesta-	vb	to crucify				QL/089.2901	
nq	tarwesta-	vb	to crucify				QL/089.2901	0.6.8
mq	tarya	adj	tough, stiff				Ety/TÁRAG.006	
nq	taryalanca	adj	stiff-necked, obstinate	!	1	Boris Shapiro, PPQ		0.6.9
nq	taryalangova	adj	stiff-necked, obstinate	!				0.6.9
nq	taryalangwa	adj	obstinate, stiff-necked	!		Arael		0.8.09.1
nq	taryassë	n	stiffness, toughness, difficulty	!		Boris Shapiro, PPQ		0.6.9
eq	tassarin	n	willow					
eq	tasarin	n	willow		1		LT2/140.2111	
mq	tasar(e)	n	willow-tree				Ety/TATHAR.008	
q	tasar(ë)	n	willow				PE17/081.1402	
eq	Tasarinan	place-name	Land of Willows				LBI/Tasarinan.001	
mq	Tasarinan	place-name	Land of Willows				TI/417.0908	
q	Tasarinan	place-name	Willow-vale				LotR/0469.1006	
q	tas cennen nótimë eldali	phrase	I saw a few elves there				PE22/155.3404	
nq	tassa	n	(a) trouble, troublesome event/thing/circumstance	!	1	Röandil		0.8.04.3
q	tassa	n	index finger				VT48/05.3904	
mq	tas	adv	there					
mq	tasse	adv	there				PE22/100.2610	
q	tás	adv	there					
q	tassë	adv	there				PE22/155.3405	
mq	tasse e·orta silalya	phrase	there it rises shining	|			PE22/100.2609	
mq	tasse intin nan	phrase	there they (are) again				PE22/124.1000	
mq	tasse i·osto	phrase	there (is) the city				PE22/124.1108	
mq	tasse ye Túro	phrase	there’s Túro				PE23/097.2212	
eq	taste	n	fringe				QL/089.8601	
nq	tastë	n	fringe				QL/089.8601	0.6.8
q	tata	n	*daddy	#	1		UT/191.3711	
q	Tatalië	proper-name	*Company of Tata				NM/103.0907	
mq	tatalta-	vb	[unglossed]	-			PE22/115.4311	
nq	tatalta-	vb	to totter, keep on slipping	!		Vyacheslav Stepanov		0.8.10.1
mq	tatwa	adj	*that of two				PE23/107.0303	
mq	tatwe	pron	that other one (pointing)				PE23/099.3202	
q	atya²	ordinal	second	#				
q	tatya	ordinal	second	†			VT41/10.4105-1	
eq	tatya-	vb	to feel for (like tentacles etc.)		1		QL/089.1302	
eq	attala-	vb	?double		1		QL/033.2601	
mq	tatya-	vb	to double, repeat				Ety/TATA.011	
q	Tatyar	collective-name	Seconds (original clan name of the Noldor)				WJ/380.3003	
q	tauca	adj	stiff, wooden				PE17/115.2212	
nq	taucolca	n	(wooden) chest	!		Orondil		0.7.9
eq	Tauler	collective-name					PE13/104.1802	
eq	Taulir	collective-name	mountainous-giants				PE13/099.2202	
mq	taura	adj	mighty				Ety/TUR.076	
q	taura	adj	(very) mighty, masterful; vast, of unmeasured might or size				PE17/115.2413	
eq	tauno	n	(great) forest		1		LT1A/Tavari.032	
eq	taurie	n	forest					
eq	taure	n	forest				LT2/089.4207-2	
mq	taure	n	great wood, forest				Ety/TÁWAR.009	
q	taurë	n	forest, (great) wood				Let/308.0707	
q	taurëa	adj	forested	#			LotR/1131.0904-2	
mq	Taure Huinéva	place-name	*Forest of Shadow				Ety/PHUY.019	
nq	(taure)lanta	n	clearing, open space in the forest	!		Luinyelle		0.8.12
q	Taurelilómëa	place-name	Forestmanyshadowed				Let/448.3107-1	
mq	Tauretavárea-tumbalemorna Tumbaletaurea landataváre	phrase					TI/415.18095	
q	Taurelilómëa-tumbalemorna Tumbaletaurëa Lómëanor	phrase					Let/448.3107	
q	Tauremorna	place-name	Black Forest				LotR/0469.2707	
q	Tauremornalómë	place-name	*Forest (of) Black Night				LotR/0469.3102	
eq	tauren linqarassean	phrase					PE16/080.2400	
eq	tauren lintyulussean	phrase					PE16/080.2200	
nq	tauron	n	forester	!	1	Boris Shapiro, PPQ		0.6.9
eq	Taurosse	place-name	Haywood				LT1A/Tavrobel.049	
q	Taurosso	masc-name	Forest-warden				PE21/85.0506	
q	tautamo	n	carpenter, [wood] carver				PE17/108.0105	
q	tav-	vb	*to endure	#			PE22/147.1304	
eq	taule¹	n	great tree		1		LT1A/Tavari.034	
q	táva	n	great tree				PE17/115.2116	
eq	tavar	n	dale-sprite, fay of the woods; forest		1		LT1A/Tavari.001	
mq	tavaril	n	dryad, spirit of woods (f.)				Ety/TÁWAR.062	
mq	tavaron	n	dryad, spirit of woods (m.)				Ety/TÁWAR.058	
eq	tavasta	n	woodland					
eq	tavas	n	woodland				LT1A/Tavari.037	
nq	tavas	n	woodland				LT1A/Tavari.037	0.8.00
eq	Taxóra	place-name	a mountain name				PE12/021.0705	
mq	ta·anta	phrase	it gives	-			PE23/077.1001	
mq	ta·nakita	phrase	*it bites it(self)				PE23/074.0201	
mq	te	pron	him, her, it				PE22/107.0804	
eq	si¹	pron	they; 3rd pl. fem. pronoun				PE14/052.1811	
eq	ta¹	pron	they; 3rd pl. neut. pronoun				PE14/052.1813	
eq	tu¹	pron	they; 3rd pl. masc. pronoun				PE14/052.1809	
mq	he¹	pron	they				PE22/106.0210	
mq	ti¹	pron	they				PE23/075.1905	
q	te	pron	them, they				Let/448.3606	
mq	tea	n	straight line, road				Ety/TEÑ.015	
q	tëa-	vb	to indicate				VT39/06.4306	
nq	tëalë	n	meaning	!		Helge Fauskanger, NQNT		0.7.0
eq	Teamalle	place-name	High St.				QL/090.4001	
nq	tëangolmë	n	semantics	!		Ellanto		0.8.09.2
nq	toluparma	n	scroll, (lit.) roll-book	!	1	Helge Fauskanger, NQNT		0.7.0
nq	teccelma	n	scroll, parchment, (lit.) writing-skin	!				0.7.0
nq	tecemma	n	drawn image, drawing, painting	!		Tamas Ferencz		0.6.9
eq	nekka	n	pen		1		PE16/133.1501	
eq	tenka	n	pen		1		QL/090.6201	
mq	tekil	n	pen				Ety/TEK.027	
q	tecil	n	pen				PM/318.4207	
eq	tektar	n	writer		1		QL/090.5901	
nq	tengwo	n	writer	!	1	Eddin Najetovic, PPQ		0.6.9
nq	tecindo	n	writer	!		Mans Bjorkman, PPQ	QL/090.5901	0.6.9
eq	tet	n	spot, mark		1		QL/090.6501	
mq	tehta	n	mark (in writing), sign, diacritic				Ety/TEK.014	
q	tehta	n	(written) mark, sign, symbol, †written letter				LotR/1118.3808	
eq	tektele	n	art of writing, script; writings, documents, papers, scriptures		1		QL/090.6001	
nq	tehtalë	n	art of writing, script; writings, documents, papers, scriptures	^			QL/090.6001	0.6.8
eq	teke-	vb	to mark; to write on, write				QL/090.5501	
eq	tekta-	vb	to write		1		QL/090.6701	
mq	tek-	vb	to write				Ety/TEK.012	
eq	tekka	n	book		1		QL/090.5801	
mq	tekko	n	stroke (of pen or brush), accent [´]				Ety/TEK.061	
eq	tekse	n	attraction	-	1		PE15/69.6802	
eq	tektamaqa	adj	having a good ‘hand’				QL/090.6301	
eq	tekte	n	book		1		QL/090.6401	
mq	tyel	n	end		1		Ety/KYEL.010	
nq	tel	n	end	^			Ety/KYEL.010	0.6.5
eq	telu-	vb	to finish, end, close, complete; to cover, roof		1		LT1A/Teleri.051	
mq	tyel-	vb	to end, cease		1		Ety/KYEL.007	
q	tel-	vb	to end, finish (intr.)	#			WJ/411.2602	
mq	tel-	vb	to intend, mean		1		PE22/099.2916	
eq	pelko	n	leg				PE14/052.0901	
eq	telko	n	stem				PE16/112.0302	
mq	pelko	n	leg		1		PE21/48.0403	
mq	telko	n	leg, stem				Ety/TÉLEK.006	
q	telco	n	leg; stem				LotR/1118.4009	
nq	telcohan	n	trousers, pants, (lit.) leg-clothing	!		Luinyelle, NotD		0.8.09.1
q	telconta-	vb	to stride, *(lit.) to leg it	#			LotR/0863.1412-1	
mq	Tarakil	masc-name	Trotter				SDI1/Tarantar.001	
q	Telcontar	masc-name	Strider				LotR/0863.1412	
eq	telda	adj	having a roof		1		LT1A/Telimektar.026	
q	telda	adj	last, final				WJ/411.2512	
nq	teldavë	adv	finally	!		Robert Reynolds		0.6.9
eq	telea	adj	*roofed				PE14/109.2206	
mq	Telellie	proper-name	Teler-folk				Ety/TELES.019	
q	Telemmaitë	masc-name	Silver-handed				LotRI/Tar-Telemmaitë.002	
mq	telemna	adj	*of silver				Ety/KYELEP.050	
q	Telemnar	masc-name	*Silver Fire				LotRI/Telemnar.001	
eq	telepta	adj	*silver				LT2A/Talceleb.080	
mq	telepsa	adj	of silver	-	1		Ety/KYELEP.013	
q	telepta	adj	silver				PE17/071.0310	
eq	Telelle	proper-name	little elf				LT1/022.1501	
eq	Teler	proper-name	little elf				LBI/Teleri.001	
mq	Teler	proper-name	a Teler				Ety/TELES.011	
q	Teler	proper-name	Last-comer, Hindmost				LT1I/Solosimpi.010	
eq	telella	adj	elfin				LT1A/Telelli.042	
eq	telerea	adj	elfin				LT1A/Telelli.040	
eq	Telellin	proper-name					LT1A/Telelli.081	
eq	Telerin	proper-name					LT1A/Telelli.090	
mq	Telerin	proper-name	Telerian				Ety/TELES.014	
q	Telerin	proper-name	of the Teleri				MRI/Telerin.001	
eq	Telerines	place-name					PME/091.1803	
eq	Teler-’ohta	proper-name	*Sea-elf War				PE14/109.1811	
eq	teleste	n	(f.) little elf				QL/090.9401	
eq	telesto	n	(m.) little elf				QL/090.9301	
mq	tyelima	adj	final		1		Ety/KYEL.013	
nq	telima	adj	final	^			Ety/KYEL.013	0.6.5
eq	telintule	adj	bearing a roof, roofed				QL/090.8301	
mq	tella	adj	hindmost, last				Ety/TELES.030	
mq	telle	n	rear				Ety/TELES.033	
q	telluma	n	dome, cupola, vault				LotR/0377.3204	
nq	tellúmë	n	deadline, (lit.) finish-time	!		Luinyelle		0.8.10
eq	telumen	n	finish, conclusion					
eq	telúme	n	finish, conclusion, (the great) end		1		PE13/104.1502	
mq	tyelma	n	ending		1		EtyAC/KYEL.015	
q	telma	n	conclusion, anything used to finish off a work or affair				WJ/411.2805	
eq	telin	n	roof, covering		1		QL/090.7701	
mq	telme	n	hood, covering				Ety/TEL.008	
eq	telúmea	adj	final, conclusive, end; last; extreme		1		QL/091.4101	
nq	telmëa	adj	conclusive, ⚠️final, end, last; extreme	^			QL/091.4101	0.6.8
mq	kallo tallo	phrase	up and down (again)				PE21/22.2305	
mq	telmello talmanna	phrase	from hood to base, crown to foot, top to bottom				Ety/TEL.010	
eq	telempe	n	silver	†	1			
eq	telqe	n	silver		1			
eq	telpe¹	n	silver; money				GL/25.7508	
mq	tyelpe	n	silver					
mq	telpe	n	silver				Ety/KYELEP.009	
q	tyelpë	n	silver	†			Let/426.0205	
q	telpë	n	silver				Let/426.0512	
eq	telpe²	n	butter		1		PE13/154.5506	
eq	telpia	adj	silvern					
eq	telpea	adj	silvern		1		QL/047.1901-1	
q	Telperien	fem-name					LotRI/Tar-Telperiën.002	
mq	Telperion	proper-name					LR/209.4009	
q	Telperion	proper-name	?Silver Tree				LotRI/Silver Tree.004	
nq	telpetan	n	silversmith	!		Helge Fauskanger, NQNT		0.7.0
nq	telpevistando	n	money-changer	!		Helge Fauskanger, NQNT		0.7.0
eq	telpilin	n	silver piece				QL/091.2401	
nq	telpilin	n	silver piece, *silver coin				QL/091.2401	0.6.5
eq	telpina	adj	of silver				QL/091.2201	
mq	telpina	adj	of silver				Ety/KYELEP.016	
q	telperin	adj	like silver (in hue or worth)					
q	telpina	adj	like silver (in hue or worth)				PE17/042.1911-1	
eq	telpingwe	n	silverfish				PME/091.3205	
nq	telpingwë	n	silverfish				PME/091.3205	0.6.6
q	Telperinquar	masc-name						
q	Tyelpelepta	masc-name					VT47/27.3706	
q	Telpinquar	masc-name	Silver-fist				PE17/042.1911	
q	Telporno	masc-name	*Silver Tall				Let/425.2409	
mq	telta-	vb	to canopy, overshadow, screen				Ety/TEL.024	
eq	teltasse	n	awning				GL/70.2505	
eq	telu	n	end (fate), close				LT1A/Teleri.055	
q	telu	adj	last	#			PM/353.0403-1	
q	Telufinwë	masc-name	Last Finwë				PM/353.0403	
eq	inwetelumbe	n	mushroom, (lit.) fairy-canopy		1			
eq	telumbe	n	mushroom, (lit.) fairy-canopy				QL/090.7901	
nq	telumbë	n	mushroom				QL/090.7901	0.6.5
eq	telimbo	n	canopy; sky		1		LT1A/Telimektar.030	
eq	telume	n	the heavens, (vault of) heaven, firmament				MC/214.0601	
mq	telume	n	vault, dome (of heaven)				Ety/TEL.029	
q	telumë	n	roof, canopy; heaven, sky				WJ/399.2602	
eq	Telimektar	proper-name	Orion, (lit.) Swordsman of Heaven				GL/70.2103	
mq	Telumehtar	proper-name	Warrior of the Sky				Ety/TEL.036	
q	Telumehtar	proper-name	Orion, (lit.) Warrior of the Sky				LotR/1113.3407	
q	Telumendil	proper-name	*Sky-lover				MRI/Telumendil.001	
eq	telumen tollanta naiko lunganar	phrase	the vault of heaven sagged upon the tops of the hills				MC/221.0500	
mq	telumet	n	canopy				PE21/16.4115	
eq	telusta	adj	outer, extreme, ultimate				QL/091.4401	
nq	telusta	adj	outer, extreme, ultimate				QL/091.4401	0.6.8
eq	teluste	n	extremity				QL/091.4301	
nq	telustë	n	extremity				QL/091.4301	0.6.8
eq	telwa	adj	last, late				LT1A/Teleri.057	
nq	telwa	adj	late, ⚠️last				LT1A/Teleri.057	0.6.8
eq	telya	adj	attractive; importunate		1		PE15/69.1302	
q	telya-	vb	to finish, wind up, conclude (trans.)				WJ/411.2709	
eq	telyanta-	vb	to allure				PE15/69.1103	
nq	telyanta-	vb	to allure, *attract				PE15/69.1103	0.6.8
eq	telyantalya	adj	alluring				PE15/69.1401	
nq	telyantalya	adj	alluring, attractive				PE15/69.1401	0.6.8
eq	telyantasse	n	allurement				PE15/69.1202	
nq	telyantassë	n	allurement, attraction				PE15/69.1202	0.6.8
mq	téma	n	row, series, line				Ety/TEÑ.011	
q	téma	n	series				LotR/1118.3501	
eq	tempe	n	hate		1		QL/090.3101	
mq	ten	conj	for				LR/072.1801	
mq	tenna²	n	a letter				PE19/043.1111	
q	tenna²	n	letter (epistola)	|	1		PE19/086.3503	
nq	tenca	n	letter (epistola)	^			PE19/086.3503	0.6.5
eq	-tenda	suf	having fingers		1		QL/089.1501-2	
eq	tendile	n	feeling, sentiment				QL/091.6201	
eq	tendilea	adj	feeling; sentimental				QL/091.6301	
eq	tendl	n	string		1		PE12/025.0511	
eq	teng-	vb	to think					
eq	tenge-	vb	to know, understand, grasp, think		1		PE16/133.5901	
eq	tengenwa	adj	wise, knowing, understanding; sensible		1		QL/091.7201	
nq	tengessë	n	address, (lit.) indication-name	!		Boris Shapiro, PPQ		0.6.9
eq	teketta	n	letter					
eq	teket	n	letter		1		QL/090.6601	
mq	tengwa	n	letter; writing, grammar				Ety/TEK.033	
q	tengwa	n	(written) letter; sign, token, indicator				Let/223.3709	
q	tengwa-	vb	to read written matter				VT49/48.0310	
q	tengwacilmë	n	spelling				PE22/149.0506	
nq	tengwalóra	adj	unlettered	!		Helge Fauskanger, NQNT		0.7.0
mq	tengwanda	n	alphabet		1		Ety/TEK.035	
q	tengwassë	n	alphabet				PE22/149.1006	
eq	tingwe	n						
eq	tengwe	n	knowledge, understanding; idea, notion, thought				PE16/145.5901	
mq	tengwe	n	writing				Ety/TEK.037	
q	tengwë	n	sign, token, indication; writing				PE19/086.3602	
nq	tengwelanga	n	transcription	!		Paul Strack		0.8.01
nq	tengwelanga-	vb	to transcribe	!		Paul Strack		0.8.01
eq	tengwele	n	sense				QL/091.7001	
q	tengwelë	n	language (general term)				VT39/15.3902	
mq	Tengwesser	collective-name	Letter-names				PE22/022.0105	
mq	tengwesta	n	grammar; collection of writing				Ety/TEK.039	
q	tengwesta	n	grammar, morphology, system or code of signs, collection of matter concerning writing, *language structure				PE17/138.3601	
q	tengwestië	n	language [as a concept]				WJ/394.3106	
q	tengwië	n	reading; language (*signing)	#			VT47/23.1404	
nq	tengwista-	vb	to edit	!		Fëastorno		0.8.12
mq	tenkele	n	writing (system), spelling				Ety/TEK.057	
eq	tenge	n	finger					
eq	tenna	n	finger		1		PE16/137.1201	
mq	tenna¹	prep	until				SD/056.2701	
q	tenna¹	prep	until, up to, as far as, to the point, to reach				CPT/1298.0404	
eq	tengwet(ta)	n	idea, notion		1		QL/091.7101	
q	tenna³	n	thought, notion, idea				PE19/097.0712	
q	tennoio	adv	forever				UT/305.1609	
q	tensi	adv	already, still, up to now/here; yet [from present]				PE22/157.1607	
mq	ten sí ye tyelma, yéva tyel ar i narqelion	phrase	for here is ending, and there will be an end and the Fading				LR/072.1800	
q	tenta	adv	still, yet [past]				PE22/157.1608	
q	tenta-	vb	to point (to/out), indicate; to direct toward, be directed toward; to go forth towards (with object)				VT49/23.0301	
nq	tentaparma	n	recipe book, instruction book	!		Tamas Ferencz		0.8.00
eq	tentima	adj	sensitive		1		QL/091.6401	
eq	tentl	n	a feeler				QL/091.5901	
nq	tenwa	n	compass	!		EruannoVG, Vyacheslav Stepanov		0.8.10.1
eq	tenya-	vb	to feel, touch		1		QL/091.5601	
eq	pen	prep	through		1		QL/073.3001	
eq	ter	prep	through				PE16/062.3001	
mq	tere	prep	through					
mq	ter	prep	through				Ety/TER.019	
q	ter	prep	through				UT/317.0109	
eq	ter-	vb	*to pierce				PE14/028.0512	
nq	ter-	vb	to pierce			Helge Fauskanger, NQNT	PE14/028.0512	0.6.5
eq	tea¹	adj	straight		1		QL/090.3901	
eq	taina	adj						
eq	tína	adj	straight		1		PE13/153.2607	
mq	téna	adj	straight, right		1			
mq	téra	adj	straight, right				Ety/TEƷ.017	
nq	térala	adj	piercing	!	1	Helge Fauskanger, NQNT		0.7.0
nq	térata-	vb	to straighten	!		Helge Fauskanger, NQNT		0.7.0
nq	tératië	n	correction, (lit.) straightening	!		Helge Fauskanger, NQNT		0.7.0
q	tercáno	n	herald				PM/362.0408	
nq	tercara	adj	thorough, elaborate, comprehensive	!		Tamas Ferencz, Alexander Zapragajev, VQP		0.6.9
q	tercen	n	insight, *(lit.) through-sight				MR/230.2401	
nq	tercénima	adj	transparent	!	1	Helge Fauskanger, NQNT		0.7.0
q	tercenya	adj	of insight, *perceptive	#			MR/216.1106	
nq	tercol-	vb	to endure, carry through	!	1	Helge Fauskanger, NQNT		0.7.0
eq	teren	adj	lissom, lithe	‽			QL/091.8001	
mq	terene	adj	slender					
mq	teren	adj	slender				Ety/TER.041	
eq	terendl	n	lathe		1		PME/091.8406	
nq	terendel	n	lathe	^			PME/091.8406	0.8.08
mq	Terendul	masc-name	Slender and Dark				Ety/DUL.039	
eq	terenwa	adj	shapely, well tuned	‽	1		QL/091.8101	
eq	teret	n	auger, borer, gimlet				LT1A/Ilterendi.034	
nq	teret	n	auger, borer, gimlet				LT1A/Ilterendi.034	0.6.8
eq	tereva	adj	sharp, piercing, shrill; acute (pain)				LT1A/Ilterendi.032	
mq	tereva	adj	fine, acute				Ety/TER.008	
eq	perma	n	passage; pass, aperture		1		PME/073.6006	
nq	terma	n	passage, aperture, ⚠️pass	^			PME/073.6006	0.8.10.1
q	termar-	vb	to stand, *endure, last, (lit.) through-abide				UT/305.1403	
mq	terra	n	fine pierced hole				EtyAC/TER.047	
nq	tervanta-	vb	to traverse	!		Boris Shapiro, PPQ		0.6.9
nq	terwa	n	chip, (flat) flake	!		Raccoon		0.8.10.23.1
eq	telar	n	brick, tile		1		PE13/153.5806	
nq	tesar	n	brick, tile	^			PE13/153.5806	0.8.08
eq	tessa	n	maid, maiden				PME/091.8903	
eq	tessara	adj	maiden, maidenly				QL/091.8701	
eq	tessare	n	little maid				PME/091.8904	
eq	teste	n	small worm		1		QL/091.7901	
eq	teta-	vb	to attract (physical and figurative)		1		PE15/69.6303	
eq	Tetille	fem-name					PME/092.0703	
eq	tyetl	n	babe, a tiny baby		1		PME/050.0403	
eq	tetta	n	baby				PE16/135.7901	
mq	tet(ta)	n	baby		1		PE21/19.2308	
eq	tettele	n	burgeoning, efflorescence		1		QL/092.0501	
nq	tetya-	vb	to dictate to, (lit.) cause to write	!		Luinyelle		0.8.12.1
mq	teuka	?	[unglossed]				PE22/019.2404	
eq	teve-	vb	to hate, dislike				LT1A/Tevildo.010	
nq	tev-	vb	to hate, dislike				LT1A/Tevildo.010	0.6.7
eq	tévie	n	hatred, dislike				LT1A/Tevildo.014	
nq	tevië	n	hatred, dislike				LT1A/Tevildo.014	0.6.7
eq	Tevildo	masc-name	Prince of Cats				GL/70.5206	
eq	tevin	adj	hated				LT1A/Tevildo.013	
nq	tevin	adj	hated				LT1A/Tevildo.013	0.6.7
eq	sanke	adj	hateful		1		LT2A/Glamhoth.109	
nq	tevinqua	adj	hateful	!			LT2A/Glamhoth.109	0.6.8
mq	te ye matina	phrase	it is eaten	|			PE22/107.0803	
mq	té ye thé (sé) ye hé	phrase	this and this [b] and this [c]				PE23/091.1504	
mq	thar-¹	vb	[unglossed]	†			PE22/112.2713	
q	thar-	vb	[unglossed]	†			PE22/133.1811	
mq	the·kare	phrase	the other makes	|			PE23/076.4100	
mq	the·karir	phrase	the other ones make	|			PE23/076.4200	
mq	thu	pron	them (dual other)				PE23/075.2302	
mq	ter²	pron						
mq	tí	pron	them				PE23/073.2104	
eq	ena	pron	that by you		1		QL/034.7401	
mq	ti²	pron	*that by you				PE23/098.0302	
nq	ticin	n	beetle, (lit.) crawler	!		Luinyelle		0.8.10.23
nq	ticulimya-	vb	to solder, (lit.) melt-join	!		Luinyelle		0.8.10.23.1
nq	ticuta-	vb	to smelt, (orig.) make melt	!		Orondil		0.8.00
eq	kie	n	path		1			
eq	tie	n	line, direction, route, road, path				PE12/008.4308	
mq	té	n	path		1			
mq	tie	n	path, course, line, direction, way				Ety/TEƷ.005	
q	tië	n	path, road, way, line				LotR/0377.3803	
q	tihta-	vb	to blink, peer				MC/222.3203	
nq	tihtë	n	glimpse	!		Raccoon		0.8.10
mq	tikse	n	dot, tiny mark, point				Ety/TIK.005	
eq	Til	proper-name					PME/092.4401	
mq	til(de)	adv	like [that by] you		1		PE23/111.1318	
eq	tilde	n	point, tip, peak				PME/092.5501	
mq	tilde	n	spike, horn				Ety/TIL.005	
q	tildë	n	a fine sharp point				WJ/417.0413	
eq	tildi-	vb	to cover	#	1		QL/093.4701	
eq	Tilio	proper-name	Sirius				PME/092.4302	
eq	Ilinsor	masc-name					GL/39.8603	
mq	Tilion	masc-name	Horned				Ety/TIL.017	
q	Tilion	masc-name	Horned				LT1I/Tilion.001	
eq	Tilkal	proper-name					LT1/100.3306	
eq	tille	n	eyelash				PME/092.5505	
q	tilma	n	point					
q	tillë	n	tip, point; [within compounds] finger, toe				VT47/10.3108	
nq	tillimya-	vb	to weld, (lit.) spark-join	!		Luinyelle		0.8.10.23.1
mq	tillo	adv	*thence (by you)				PE23/112.1008	
eq	tiltin	adj	slanting		1		QL/093.6701	
eq	tilta	adj	slanting		1		PE13/165.5303	
eq	tilu-	vb	to shine (blue)		1		QL/092.3401	
eq	tilwe	n	glimmer		1		QL/092.3501	
eq	tilwin	n	shining light, bright light	†	1		PME/092.4207	
eq	tilwindea	adj	shining	†				
eq	tilwínea	adj	shining	†	1		QL/092.3701	
eq	timbare	n	forehead				PE14/117.0603	
nq	timbarë	n	forehead				PE14/117.0603	0.8.04
eq	timpa	n	spray, nozzle of hose		1		QL/092.7801	
mq	timpana	n	[unglossed]				PE21/43.1702	
eq	timpe	n	fine rain		1		LT1A/Timpinen.021	
eq	timpina	adj	fine, powdered, sprayed		1		QL/092.7501	
eq	timpine	n	spray		1		LT1A/Timpinen.024	
eq	timpínea	adj	made of spray, full of fine showers, showery (of weather)		1		QL/056.6902	
eq	Timpinen	masc-name	Fluter				GL/70.6502	
eq	timpinen	n	fluter		1		GL/70.6407	
eq	tini-	vb	to gleam, shine as a star				MC/213.2902	
mq	tin-	vb	to glint	#			Ety/TIN.020	
q	tin-	vb	to spark, glitter				PE17/069.2202	
mq	tina	adj pron	this (of yours); this fact (by you)				PE23/099.0405	
mq	tinko	n	metal				Ety/TINKŌ.004	
q	tinco	n	metal				LotR/1122.4511	
eq	sinqina	adj	metallic		1		QL/083.7601	
nq	tincoina	adj	metallic	!		Paul Strack	QL/083.7601	0.8.08
nq	tincostime	n	alloy, (lit.) blend of metal(s)	!		Delle		0.8.10.23
mq	tinkotéma	n	t-series				PE18/030.0702	
q	tincotéma	n	t-series				LotR/1120.0702	
mq	tinda	adj	glinting (silver)				Ety/TIN.106	
eq	tinda	n	spike		1		LT1A/Kortirion.023	
mq	tinde	n	glint				Ety/TIN.109	
mq	tindóme	n	(starry) twilight, starlit dusk				Ety/DOMO.034	
q	tindómë	n	(starry) twilight, (usually) time near dawn				LotR/1111.2610	
mq	Tindómerel	fem-name	Nightingale, (lit.) Daughter of Twilight				Ety/SEL-D.036	
mq	Tinúviel	fem-name					PE21/33.2101	
q	Tindómerel	fem-name	Daughter of Twilight				PE19/073.1703	
q	Tindómiel	fem-name	*Daughter of Twilight				UT/210.0203	
mq	tine	pron	that by you		1		PE23/102.1607	
mq	tínen	adv	*by this means (of yours)				PE23/111.1403	
q	tinga-	vb	to go (for a long while)		1		PE22/157.1402	
mq	tanga-	vb	to twang					
mq	tinga-	vb	to twang				Ety/TING.010	
mq	tango	n	twang					
mq	tinge	n	twang				Ety/TING.007	
mq	tingilinde	n	twinkling star					
mq	tingilya	n	twinkling star				Ety/TIN.048	
mq	tinna	adv	*thither (by you)				PE23/112.0608	
eq	tint	n	(silver) spark		1		LT1A/Tinwë Linto.129	
mq	tinta-	vb	to kindle, make to spark				Ety/TIN.192	
q	tinta-	vb	to kindle, cause to spark				MR/388.2503	
mq	Tintalle	fem-name	Kindler				Ety/TIN.188	
mq	Tintánie	fem-name	Kindler, Star-maker, (lit.) Star-making				Ety/TAN.035	
q	Tintallë	fem-name	(Star) Kindler				LotR/0377.3603	
mq	atintila-	vb	*to sparkle	#				
mq	tintina-	vb	to sparkle		1		Ety/TIN.023	
mq	tintila-	vb	*to sparkle	#			VT28/11.2609	
q	tintila-	vb	to twinkle, sparkle, glitter, give tremulous light, †tremble				LotR/0377.3304	
eq	tintele	n	sparkling, twinkling (as of frosty stars)		1		QL/092.6501	
nq	tintilië	n	sparkling, twinkling	^			QL/092.6501	0.6.5
eq	tintya-	vb	to sparkle, etc.		1		QL/092.7001	
eq	tinwe	n	star				LT1A/Tinwë Linto.127	
mq	tinwe	n	spark (star)				Ety/TĀ.166-1	
q	tinwë	n	spark, [apparent] star				MR/388.1608	
mq	Tinwe-malle	place-name	Star-street				MRI/Tinwë-mallë.001	
nq	tinwerúmë	n	starling, (lit.) abundance of stars	!		Tamas Ferencz		0.6.9
nq	tinwírë	n	diamond, (lit.) sparkling gem	!		Tamas Ferencz		0.6.9
eq	tiq-	vb	*to melt, thaw					
eq	tiqi-	vb	to melt, thaw				GL/70.4906	
nq	tiqu-	vb	to melt, thaw				GL/70.4906	0.6.8
